title	year	value	canton	file_year
SP	2011	15.6	Graubünden	2012
SVP	2011	24.5	Graubünden	2012
BDP	2011	20.4	Graubünden	2012
EVP/CSP	2011	–	Graubünden	2012
GLP	2011	8.2	Graubünden	2012
PDA/Sol.	2011	–	Graubünden	2012
GPS	2011	2.2	Graubünden	2012
Small right-wing parties	2011	0.5	Graubünden	2012
Other parties	2011	–	Graubünden	2012
Debt of the cantons in francs per inhabitant	2009	3,924	Graubünden	2012
Residents	2010	70,032	Jura	2012
Population density per km2	2010	84	Jura	2012
Change in the last 10 years in %	2000-2010	0.2	Jura	2012
Through migration	2000-2010	1.5	Jura	2012
Through natural increase	2000-2010	0.7	Jura	2012
Foreign nationals in %	2010	12.5	Jura	2012
0-19 years	2010	23.2	Jura	2012
20-64 years	2010	58.7	Jura	2012
>64 years	2010	18.1	Jura	2012
Urban population in %	2010	30.5	Jura	2012
Private households	2010	29,329	Jura	2012
Persons per household	2010	2.3	Jura	2012
German	2000	4.4	Jura	2012
French	2000	90.0	Jura	2012
Italian	2000	1.8	Jura	2012
Romansh	2000	0.0	Jura	2012
Protestants	2000	12.5	Jura	2012
Roman Catholics	2000	74.9	Jura	2012
No religious affiliation	2000	6.2	Jura	2012
Area in km²	1992/97	838.8	Jura	2012
Settlement area in %	1992/97	5.7	Jura	2012
Agricultural area in %	1992/97	49.3	Jura	2012
Forests and copses in %	1992/97	44.2	Jura	2012
Non-productive areas in %	1992/97	0.8	Jura	2012
Rate of employment (15-64 years) in %	2000	76.6	Jura	2012
Unemployment rate in % (annual average)	2011	3.52	Jura	2012
Employed	2008	36,867	Jura	2012
Primary sector	2008	3,265	Jura	2012
Secondary sector	2008	15,498	Jura	2012
Tertiary sector	2008	18,104	Jura	2012
Business establishments	2008	4,694	Jura	2012
Primary sector	2008	1,176	Jura	2012
Secondary sector	2008	988	Jura	2012
Tertiary sector	2008	2,530	Jura	2012
Residents per room	2000	0.57	Jura	2012
Ratio of owner-occupied housing	2000	51.5	Jura	2012
New housing units per 1000 residents	2010	2.5	Jura	2012
Rate of vacant housing units	2011	1.88	Jura	2012
Passenger cars per 1000 inhabitants	2010	560.5	Jura	2012
Public transportation	2000	10.0	Jura	2012
Private car	2000	60.7	Jura	2012
Physicians in private practice per 100 000 people	2010	143	Jura	2012
Hospital beds per 1000 people	2009	4.7	Jura	2012
Hospitalisation rate per 1000 people	2009	130.1	Jura	2012
Without post-mandatory education	2000	31.0	Jura	2012
Upper secondary schools	2000	47.5	Jura	2012
Higher Education	2000	14.0	Jura	2012
FDP	2011	9.5	Jura	2012
CVP	2011	33.2	Jura	2012
SP	2011	30.8	Jura	2012
SVP	2011	15.5	Jura	2012
BDP	2011	–	Jura	2012
EVP/CSP	2011	–	Jura	2012
GLP	2011	–	Jura	2012
PDA/Sol.	2011	–	Jura	2012
GPS	2011	11.0	Jura	2012
Small right-wing parties	2011	–	Jura	2012
Other parties	2011	–	Jura	2012
Debt of the cantons in francs per inhabitant	2009	5,525	Jura	2012
Residents	2010	377,610	Lucerne	2012
Population density per km2	2010	264	Lucerne	2012
Change in the last 10 years in %	2000-2010	0.8	Lucerne	2012
Through migration	2000-2010	6.8	Lucerne	2012
Through natural increase	2000-2010	2.4	Lucerne	2012
Foreign nationals in %	2010	16.7	Lucerne	2012
0-19 years	2010	21.9	Lucerne	2012
20-64 years	2010	62.1	Lucerne	2012
>64 years	2010	16.0	Lucerne	2012
Urban population in %	2010	50.9	Lucerne	2012
Private households	2010	156,031	Lucerne	2012
Persons per household	2010	2.3	Lucerne	2012
German	2000	88.9	Lucerne	2012
French	2000	0.6	Lucerne	2012
Italian	2000	1.9	Lucerne	2012
Romansh	2000	0.1	Lucerne	2012
Protestants	2000	12.2	Lucerne	2012
Roman Catholics	2000	70.9	Lucerne	2012
No religious affiliation	2000	5.9	Lucerne	2012
Area in km²	1992/97	1,493.5	Lucerne	2012
Settlement area in %	1992/97	8.4	Lucerne	2012
Agricultural area in %	1992/97	54.8	Lucerne	2012
Forests and copses in %	1992/97	30.1	Lucerne	2012
Non-productive areas in %	1992/97	6.8	Lucerne	2012
Rate of employment (15-64 years) in %	2000	79.3	Lucerne	2012
Unemployment rate in % (annual average)	2011	2.07	Lucerne	2012
Employed	2008	196,749	Lucerne	2012
Primary sector	2008	15,276	Lucerne	2012
Secondary sector	2008	51,626	Lucerne	2012
Tertiary sector	2008	129,847	Lucerne	2012
Business establishments	2008	21,622	Lucerne	2012
Primary sector	2008	5,260	Lucerne	2012
Secondary sector	2008	3,716	Lucerne	2012
Tertiary sector	2008	12,646	Lucerne	2012
Residents per room	2000	0.60	Lucerne	2012
Ratio of owner-occupied housing	2000	32.1	Lucerne	2012
New housing units per 1000 residents	2010	6.5	Lucerne	2012
Rate of vacant housing units	2011	0.80	Lucerne	2012
Passenger cars per 1000 inhabitants	2010	495.4	Lucerne	2012
Public transportation	2000	22.2	Lucerne	2012
Private car	2000	47.2	Lucerne	2012
Physicians in private practice per 100 000 people	2010	153	Lucerne	2012
Hospital beds per 1000 people	2009	4.0	Lucerne	2012
Hospitalisation rate per 1000 people	2009	112.5	Lucerne	2012
Without post-mandatory education	2000	24.3	Lucerne	2012
Upper secondary schools	2000	50.3	Lucerne	2012
Higher Education	2000	19.6	Lucerne	2012
FDP	2011	18.4	Lucerne	2012
CVP	2011	27.1	Lucerne	2012
SP	2011	11.5	Lucerne	2012
SVP	2011	25.1	Lucerne	2012
BDP	2011	2.1	Lucerne	2012
EVP/CSP	2011	0.7	Lucerne	2012
GLP	2011	6.1	Lucerne	2012
PDA/Sol.	2011	–	Lucerne	2012
GPS	2011	8.3	Lucerne	2012
Small right-wing parties	2011	0.2	Lucerne	2012
Other parties	2011	0.5	Lucerne	2012
Debt of the cantons in francs per inhabitant	2009	3,479	Lucerne	2012
Residents	2010	172,085	Neuchâtel	2012
Population density per km2	2010	240	Neuchâtel	2012
Change in the last 10 years in %	2000-2010	0.4	Neuchâtel	2012
Through migration	2000-2010	2.7	Neuchâtel	2012
Through natural increase	2000-2010	1.2	Neuchâtel	2012
Foreign nationals in %	2010	23.0	Neuchâtel	2012
0-19 years	2010	22.3	Neuchâtel	2012
20-64 years	2010	60.0	Neuchâtel	2012
>64 years	2010	17.7	Neuchâtel	2012
Urban population in %	2010	74.6	Neuchâtel	2012
Private households	2010	77,581	Neuchâtel	2012
Persons per household	2010	2.1	Neuchâtel	2012
German	2000	4.1	Neuchâtel	2012
French	2000	85.3	Neuchâtel	2012
Italian	2000	3.2	Neuchâtel	2012
Romansh	2000	0.1	Neuchâtel	2012
Protestants	2000	38.1	Neuchâtel	2012
Roman Catholics	2000	30.5	Neuchâtel	2012
No religious affiliation	2000	21.8	Neuchâtel	2012
Area in km²	1992/97	803.1	Neuchâtel	2012
Settlement area in %	1992/97	7.6	Neuchâtel	2012
Agricultural area in %	1992/97	42.0	Neuchâtel	2012
Forests and copses in %	1992/97	38.9	Neuchâtel	2012
Non-productive areas in %	1992/97	11.5	Neuchâtel	2012
Rate of employment (15-64 years) in %	2000	77.1	Neuchâtel	2012
Unemployment rate in % (annual average)	2011	4.89	Neuchâtel	2012
Employed	2008	90,805	Neuchâtel	2012
Primary sector	2008	2,597	Neuchâtel	2012
Secondary sector	2008	34,963	Neuchâtel	2012
Tertiary sector	2008	53,245	Neuchâtel	2012
Business establishments	2008	9,358	Neuchâtel	2012
Primary sector	2008	1,006	Neuchâtel	2012
Secondary sector	2008	2,047	Neuchâtel	2012
Tertiary sector	2008	6,305	Neuchâtel	2012
Residents per room	2000	0.59	Neuchâtel	2012
Ratio of owner-occupied housing	2000	26.6	Neuchâtel	2012
New housing units per 1000 residents	2010	2.0	Neuchâtel	2012
Rate of vacant housing units	2011	1.19	Neuchâtel	2012
Passenger cars per 1000 inhabitants	2010	521.9	Neuchâtel	2012
Public transportation	2000	19.7	Neuchâtel	2012
Private car	2000	56.2	Neuchâtel	2012
Physicians in private practice per 100 000 people	2010	196	Neuchâtel	2012
Hospital beds per 1000 people	2009	4.3	Neuchâtel	2012
Hospitalisation rate per 1000 people	2009	123.4	Neuchâtel	2012
Without post-mandatory education	2000	25.8	Neuchâtel	2012
Upper secondary schools	2000	46.5	Neuchâtel	2012
Higher Education	2000	20.8	Neuchâtel	2012
FDP	2011	26.8	Neuchâtel	2012
CVP	2011	3.5	Neuchâtel	2012
SP	2011	24.7	Neuchâtel	2012
SVP	2011	21.4	Neuchâtel	2012
BDP	2011	1.5	Neuchâtel	2012
EVP/CSP	2011	–	Neuchâtel	2012
GLP	2011	–	Neuchâtel	2012
PDA/Sol.	2011	10.4	Neuchâtel	2012
GPS	2011	11.7	Neuchâtel	2012
Small right-wing parties	2011	–	Neuchâtel	2012
Other parties	2011	–	Neuchâtel	2012
Debt of the cantons in francs per inhabitant	2009	8,943	Neuchâtel	2012
Residents	2010	41,024	Nidwalden	2012
Population density per km2	2010	170	Nidwalden	2012
Change in the last 10 years in %	2000-2010	0.8	Nidwalden	2012
Through migration	2000-2010	5.9	Nidwalden	2012
Through natural increase	2000-2010	2.7	Nidwalden	2012
Foreign nationals in %	2010	11.4	Nidwalden	2012
0-19 years	2010	20.3	Nidwalden	2012
20-64 years	2010	63.5	Nidwalden	2012
>64 years	2010	16.2	Nidwalden	2012
Urban population in %	2010	87.7	Nidwalden	2012
Private households	2010	18,418	Nidwalden	2012
Persons per household	2010	2.2	Nidwalden	2012
German	2000	92.5	Nidwalden	2012
French	2000	0.6	Nidwalden	2012
Italian	2000	1.4	Nidwalden	2012
Romansh	2000	0.1	Nidwalden	2012
Protestants	2000	11.9	Nidwalden	2012
Roman Catholics	2000	75.6	Nidwalden	2012
No religious affiliation	2000	5.8	Nidwalden	2012
Area in km²	1992/97	276.1	Nidwalden	2012
Settlement area in %	1992/97	4.9	Nidwalden	2012
Agricultural area in %	1992/97	37.9	Nidwalden	2012
Forests and copses in %	1992/97	32.9	Nidwalden	2012
Non-productive areas in %	1992/97	24.3	Nidwalden	2012
Rate of employment (15-64 years) in %	2000	81.2	Nidwalden	2012
Unemployment rate in % (annual average)	2011	0.99	Nidwalden	2012
Employed	2008	19,535	Nidwalden	2012
Primary sector	2008	1,432	Nidwalden	2012
Secondary sector	2008	6,133	Nidwalden	2012
Tertiary sector	2008	11,970	Nidwalden	2012
Business establishments	2008	2,821	Nidwalden	2012
Primary sector	2008	528	Nidwalden	2012
Secondary sector	2008	491	Nidwalden	2012
Tertiary sector	2008	1,802	Nidwalden	2012
Residents per room	2000	0.60	Nidwalden	2012
Ratio of owner-occupied housing	2000	37.5	Nidwalden	2012
New housing units per 1000 residents	2010	4.3	Nidwalden	2012
Rate of vacant housing units	2011	1.00	Nidwalden	2012
Passenger cars per 1000 inhabitants	2010	593.1	Nidwalden	2012
Public transportation	2000	12.1	Nidwalden	2012
Private car	2000	58.0	Nidwalden	2012
Physicians in private practice per 100 000 people	2010	119	Nidwalden	2012
Hospital beds per 1000 people	2009	2.3	Nidwalden	2012
Hospitalisation rate per 1000 people	2009	118.3	Nidwalden	2012
Without post-mandatory education	2000	21.8	Nidwalden	2012
Upper secondary schools	2000	53.0	Nidwalden	2012
Higher Education	2000	20.8	Nidwalden	2012
FDP	2011	35.2	Nidwalden	2012
CVP	2011	–	Nidwalden	2012
SP	2011	–	Nidwalden	2012
SVP	2011	45.2	Nidwalden	2012
BDP	2011	–	Nidwalden	2012
EVP/CSP	2011	–	Nidwalden	2012
GLP	2011	–	Nidwalden	2012
PDA/Sol.	2011	–	Nidwalden	2012
GPS	2011	19.6	Nidwalden	2012
Small right-wing parties	2011	–	Nidwalden	2012
Other parties	2011	–	Nidwalden	2012
Debt of the cantons in francs per inhabitant	2009	5,661	Nidwalden	2012
Residents	2010	35,585	Obwalden	2012
Population density per km2	2010	74	Obwalden	2012
Change in the last 10 years in %	2000-2010	0.9	Obwalden	2012
Through migration	2000-2010	6.6	Obwalden	2012
Through natural increase	2000-2010	2.5	Obwalden	2012
Foreign nationals in %	2010	13.4	Obwalden	2012
0-19 years	2010	22.2	Obwalden	2012
20-64 years	2010	62.3	Obwalden	2012
>64 years	2010	15.4	Obwalden	2012
Urban population in %	2010	0.0	Obwalden	2012
Private households	2010	13,342	Obwalden	2012
Persons per household	2010	2.4	Obwalden	2012
German	2000	92.3	Obwalden	2012
French	2000	0.4	Obwalden	2012
Italian	2000	1.0	Obwalden	2012
Romansh	2000	0.1	Obwalden	2012
Protestants	2000	7.7	Obwalden	2012
Roman Catholics	2000	80.2	Obwalden	2012
No religious affiliation	2000	3.7	Obwalden	2012
Area in km²	1992/97	490.6	Obwalden	2012
Settlement area in %	1992/97	3.2	Obwalden	2012
Agricultural area in %	1992/97	37.9	Obwalden	2012
Forests and copses in %	1992/97	40.2	Obwalden	2012
Non-productive areas in %	1992/97	18.7	Obwalden	2012
Rate of employment (15-64 years) in %	2000	80.5	Obwalden	2012
Unemployment rate in % (annual average)	2011	0.91	Obwalden	2012
Employed	2008	18,414	Obwalden	2012
Primary sector	2008	1,878	Obwalden	2012
Secondary sector	2008	6,499	Obwalden	2012
Tertiary sector	2008	10,037	Obwalden	2012
Business establishments	2008	2,582	Obwalden	2012
Primary sector	2008	750	Obwalden	2012
Secondary sector	2008	452	Obwalden	2012
Tertiary sector	2008	1,380	Obwalden	2012
Residents per room	2000	0.61	Obwalden	2012
Ratio of owner-occupied housing	2000	46.8	Obwalden	2012
New housing units per 1000 residents	2010	7.7	Obwalden	2012
Rate of vacant housing units	2011	0.85	Obwalden	2012
Passenger cars per 1000 inhabitants	2010	555.0	Obwalden	2012
Public transportation	2000	10.7	Obwalden	2012
Private car	2000	54.6	Obwalden	2012
Physicians in private practice per 100 000 people	2010	115	Obwalden	2012
Hospital beds per 1000 people	2009	2.3	Obwalden	2012
Hospitalisation rate per 1000 people	2009	124.6	Obwalden	2012
Without post-mandatory education	2000	26.3	Obwalden	2012
Upper secondary schools	2000	51.7	Obwalden	2012
Higher Education	2000	16.6	Obwalden	2012
FDP	2011	–	Obwalden	2012
CVP	2011	–	Obwalden	2012
SP	2011	–	Obwalden	2012
SVP	2011	43.1	Obwalden	2012
BDP	2011	–	Obwalden	2012
EVP/CSP	2011	–	Obwalden	2012
GLP	2011	–	Obwalden	2012
PDA/Sol.	2011	–	Obwalden	2012
GPS	2011	–	Obwalden	2012
Small right-wing parties	2011	–	Obwalden	2012
Other parties	2011	56.9	Obwalden	2012
Debt of the cantons in francs per inhabitant	2009	3,094	Obwalden	2012
Residents	2010	478,907	Saint	2012
Population density per km2	2010	245	Saint	2012
Change in the last 10 years in %	2000-2010	0.6	Saint	2012
Through migration	2000-2010	4.5	Saint	2012
Through natural increase	2000-2010	2.0	Saint	2012
Foreign nationals in %	2010	21.8	Saint	2012
0-19 years	2010	22.1	Saint	2012
20-64 years	2010	61.8	Saint	2012
>64 years	2010	16.1	Saint	2012
Urban population in %	2010	66.9	Saint	2012
Private households	2010	198,734	Saint	2012
Persons per household	2010	2.3	Saint	2012
German	2000	88.0	Saint	2012
French	2000	0.4	Saint	2012
Italian	2000	2.3	Saint	2012
Romansh	2000	0.2	Saint	2012
Protestants	2000	28.3	Saint	2012
Roman Catholics	2000	52.3	Saint	2012
No religious affiliation	2000	6.4	Saint	2012
Area in km²	1992/97	2,025.4	Saint	2012
Settlement area in %	1992/97	8.7	Saint	2012
Agricultural area in %	1992/97	47.9	Saint	2012
Forests and copses in %	1992/97	30.6	Saint	2012
Non-productive areas in %	1992/97	12.8	Saint	2012
Rate of employment (15-64 years) in %	2000	79.4	Saint	2012
Unemployment rate in % (annual average)	2011	2.40	Saint	2012
Employed	2008	254,710	Saint	2012
Primary sector	2008	12,521	Saint	2012
Secondary sector	2008	87,720	Saint	2012
Tertiary sector	2008	154,469	Saint	2012
Business establishments	2008	28,079	Saint	2012
Primary sector	2008	4,781	Saint	2012
Secondary sector	2008	5,622	Saint	2012
Tertiary sector	2008	17,676	Saint	2012
Residents per room	2000	0.56	Saint	2012
Ratio of owner-occupied housing	2000	38.7	Saint	2012
New housing units per 1000 residents	2010	5.4	Saint	2012
Rate of vacant housing units	2011	1.46	Saint	2012
Passenger cars per 1000 inhabitants	2010	515.6	Saint	2012
Public transportation	2000	19.5	Saint	2012
Private car	2000	48.6	Saint	2012
Physicians in private practice per 100 000 people	2010	166	Saint	2012
Hospital beds per 1000 people	2009	4.8	Saint	2012
Hospitalisation rate per 1000 people	2009	141.7	Saint	2012
Without post-mandatory education	2000	25.1	Saint	2012
Upper secondary schools	2000	51.1	Saint	2012
Higher Education	2000	17.7	Saint	2012
FDP	2011	12.3	Saint	2012
CVP	2011	20.3	Saint	2012
SP	2011	16.7	Saint	2012
SVP	2011	31.5	Saint	2012
BDP	2011	3.8	Saint	2012
EVP/CSP	2011	1.8	Saint	2012
GLP	2011	6.0	Saint	2012
PDA/Sol.	2011	–	Saint	2012
GPS	2011	6.4	Saint	2012
Small right-wing parties	2011	1.2	Saint	2012
Other parties	2011	–	Saint	2012
Debt of the cantons in francs per inhabitant	2009	2,561	Saint	2012
Residents	2010	76,356	Schaffhausen	2012
Population density per km2	2010	256	Schaffhausen	2012
Change in the last 10 years in %	2000-2010	0.4	Schaffhausen	2012
Through migration	2000-2010	5.7	Schaffhausen	2012
Through natural increase	2000-2010	-1.2	Schaffhausen	2012
Foreign nationals in %	2010	23.1	Schaffhausen	2012
0-19 years	2010	19.6	Schaffhausen	2012
20-64 years	2010	61.0	Schaffhausen	2012
>64 years	2010	19.4	Schaffhausen	2012
Urban population in %	2010	75.8	Schaffhausen	2012
Private households	2010	33,239	Schaffhausen	2012
Persons per household	2010	2.1	Schaffhausen	2012
German	2000	87.6	Schaffhausen	2012
French	2000	0.5	Schaffhausen	2012
Italian	2000	2.6	Schaffhausen	2012
Romansh	2000	0.1	Schaffhausen	2012
Protestants	2000	50.4	Schaffhausen	2012
Roman Catholics	2000	24.2	Schaffhausen	2012
No religious affiliation	2000	12.9	Schaffhausen	2012
Area in km²	1992/97	298.5	Schaffhausen	2012
Settlement area in %	1992/97	10.6	Schaffhausen	2012
Agricultural area in %	1992/97	45.0	Schaffhausen	2012
Forests and copses in %	1992/97	43.1	Schaffhausen	2012
Non-productive areas in %	1992/97	1.3	Schaffhausen	2012
Rate of employment (15-64 years) in %	2000	79.8	Schaffhausen	2012
Unemployment rate in % (annual average)	2011	2.37	Schaffhausen	2012
Employed	2008	39,926	Schaffhausen	2012
Primary sector	2008	1,973	Schaffhausen	2012
Secondary sector	2008	13,775	Schaffhausen	2012
Tertiary sector	2008	24,178	Schaffhausen	2012
Business establishments	2008	4,477	Schaffhausen	2012
Primary sector	2008	670	Schaffhausen	2012
Secondary sector	2008	805	Schaffhausen	2012
Tertiary sector	2008	3,002	Schaffhausen	2012
Residents per room	2000	0.54	Schaffhausen	2012
Ratio of owner-occupied housing	2000	39.1	Schaffhausen	2012
New housing units per 1000 residents	2010	4.8	Schaffhausen	2012
Rate of vacant housing units	2011	1.04	Schaffhausen	2012
Passenger cars per 1000 inhabitants	2010	529.6	Schaffhausen	2012
Public transportation	2000	28.8	Schaffhausen	2012
Private car	2000	45.2	Schaffhausen	2012
Physicians in private practice per 100 000 people	2010	186	Schaffhausen	2012
Hospital beds per 1000 people	2009	5.6	Schaffhausen	2012
Hospitalisation rate per 1000 people	2009	104.9	Schaffhausen	2012
Without post-mandatory education	2000	21.4	Schaffhausen	2012
Upper secondary schools	2000	53.7	Schaffhausen	2012
Higher Education	2000	19.2	Schaffhausen	2012
FDP	2011	12.3	Schaffhausen	2012
CVP	2011	5.2	Schaffhausen	2012
SP	2011	34.6	Schaffhausen	2012
SVP	2011	39.9	Schaffhausen	2012
BDP	2011	–	Schaffhausen	2012
EVP/CSP	2011	–	Schaffhausen	2012
GLP	2011	–	Schaffhausen	2012
PDA/Sol.	2011	–	Schaffhausen	2012
GPS	2011	–	Schaffhausen	2012
Small right-wing parties	2011	3.8	Schaffhausen	2012
Other parties	2011	4.3	Schaffhausen	2012
Debt of the cantons in francs per inhabitant	2009	3,077	Schaffhausen	2012
Residents	2010	146,730	Schwyz	2012
Population density per km2	2010	172	Schwyz	2012
Change in the last 10 years in %	2000-2010	1.2	Schwyz	2012
Through migration	2000-2010	10.2	Schwyz	2012
Through natural increase	2000-2010	3.7	Schwyz	2012
Foreign nationals in %	2010	18.6	Schwyz	2012
0-19 years	2010	21.6	Schwyz	2012
20-64 years	2010	63.4	Schwyz	2012
>64 years	2010	15.0	Schwyz	2012
Urban population in %	2010	80.2	Schwyz	2012
Private households	2010	59,616	Schwyz	2012
Persons per household	2010	2.3	Schwyz	2012
German	2000	89.9	Schwyz	2012
French	2000	0.4	Schwyz	2012
Italian	2000	1.9	Schwyz	2012
Romansh	2000	0.2	Schwyz	2012
Protestants	2000	12.7	Schwyz	2012
Roman Catholics	2000	72.2	Schwyz	2012
No religious affiliation	2000	4.9	Schwyz	2012
Area in km²	1992/97	908.2	Schwyz	2012
Settlement area in %	1992/97	5.4	Schwyz	2012
